text,avg_dwell_time_ms,avg_flight_time_ms,pause_ratio,backspace_rate,error_rate,correction_latency_ms,words_per_minute,burst_length,session_duration_sec,late_night_ratio,sentiment_polarity,negation_ratio,uncertainty_ratio,first_person_ratio,lexical_diversity,stress_pct,anxiety_pct,depression_pct
"I finished the review, documented the results, and cleaned up the notes. The current draft is usable, but it still needs refinement.",99.055,115.273,0.20658,0.07475,0.08448,167.65,73.738,8.103,673.69,0.1289,0.19621,0.07806,0.08644,0.05717,0.76923,16.825,38.617,24.506
"I sent updates, answered messages, and planned tomorrow's priorities. It is hard to stay motivated and my energy feels low.",122.226,133.276,0.23078,0.12689,0.08789,186.385,53.181,9.458,883.09,0.28493,-0.29463,0.08955,0.0478,0.12692,0.65779,51.216,25.067,67.437
"I completed the main tasks for today and reviewed the next steps. The current draft is usable, but it still needs refinement.",103.955,98.917,0.24186,0.07338,0.06473,192.757,75.715,9.889,452.841,0.12456,0.56764,0.05499,0.03062,0.05488,0.81719,11.512,28.353,23.089
I completed the main tasks for today and reviewed the next steps. I keep correcting myself because I do not want to miss anything important. I am uneasy and keep revisiting the same point for reassurance. I feel mentally drained and focusing takes more effort than usual.,112.856,121.152,0.33583,0.20809,0.18636,243.129,55.966,7.762,1277.973,0.27092,-0.91421,0.14664,0.10468,0.10332,0.64419,77.333,65.612,60.658
I completed the main tasks for today and reviewed the next steps. I am rushing through deadlines and keep switching between tasks. My thoughts keep looping around possible mistakes and consequences. It is hard to stay motivated and my energy feels low. I can continue after a short break and another review pass.,131.908,118.267,0.3222,0.20007,0.20143,236.421,53.648,8.073,1142.642,0.21233,-0.75418,0.16387,0.12765,0.11483,0.57959,76.033,74.771,62.206
I completed the main tasks for today and reviewed the next steps. I feel mentally drained and focusing takes more effort than usual.,95.53,122.992,0.27363,0.12452,0.12396,197.518,51.791,7.338,922.57,0.23713,-0.66344,0.11789,0.06771,0.12149,0.69333,50.171,33.934,70.758
"I sent updates, answered messages, and planned tomorrow's priorities. There is too much to finish at once and the pace feels intense. I am uncertain about the outcome and keep second-guessing the details.",136.205,117.927,0.30878,0.16204,0.17077,232.516,59.4,8.901,1065.326,0.20564,-0.18577,0.11885,0.09697,0.10985,0.68873,61.624,61.317,39.353
"I finished the review, documented the results, and cleaned up the notes. I am rushing through deadlines and keep switching between tasks. The work feels heavier than it should and I am moving slowly. The current draft is usable, but it still needs refinement.",106.52,139.316,0.31103,0.20563,0.15658,247.379,54.474,6.644,1219.029,0.31351,-1.0,0.13779,0.07819,0.12695,0.54286,69.598,48.74,83.839
I completed the main tasks for today and reviewed the next steps. I am uncertain about the outcome and keep second-guessing the details.,114.257,120.181,0.29338,0.12463,0.13237,246.089,65.092,9.802,767.822,0.18024,-0.18328,0.1066,0.07808,0.10076,0.71583,44.873,55.188,43.039
"I sent updates, answered messages, and planned tomorrow's priorities. I feel mentally drained and focusing takes more effort than usual. I will revisit the remaining items tomorrow.",114.883,120.304,0.19777,0.10265,0.09411,169.372,64.416,9.095,845.157,0.19418,-0.50179,0.10004,0.05945,0.11924,0.64483,39.34,34.904,65.327
"I sent updates, answered messages, and planned tomorrow's priorities. There is too much to finish at once and the pace feels intense. I am uncertain about the outcome and keep second-guessing the details. I can continue after a short break and another review pass.",119.725,131.703,0.31692,0.14024,0.17443,244.228,41.724,8.904,1075.338,0.24504,-0.42728,0.12039,0.10773,0.11166,0.62782,68.143,64.808,51.062
"The workday was manageable and I moved through the checklist steadily. I am rushing through deadlines and keep switching between tasks. I am uncertain about the outcome and keep second-guessing the details. The current draft is usable, but it still needs refinement.",133.42,156.73,0.26776,0.2086,0.18865,254.523,52.031,8.01,1358.236,0.24459,-0.8362,0.11457,0.11398,0.09598,0.61934,83.997,60.283,39.898
I completed the main tasks for today and reviewed the next steps. I am rushing through deadlines and keep switching between tasks. I am uneasy and keep revisiting the same point for reassurance. The schedule is clear enough for the next session.,130.525,118.112,0.2904,0.18522,0.15769,253.269,50.394,10.136,985.972,0.27453,-0.5208,0.12517,0.12637,0.10255,0.63044,62.59,70.651,49.196
The workday was manageable and I moved through the checklist steadily. The schedule is clear enough for the next session.,96.251,100.832,0.06597,0.04859,0.04928,181.773,62.01,5.341,583.327,0.06512,0.194,0.04355,0.02765,0.04503,0.74168,5.353,15.363,16.956
The workday was manageable and I moved through the checklist steadily. I will revisit the remaining items tomorrow.,101.7,117.063,0.19196,0.1331,0.11977,213.391,58.453,6.702,1091.218,0.15382,0.39828,0.09771,0.06617,0.07396,0.63053,42.795,50.529,24.678
I completed the main tasks for today and reviewed the next steps. I will revisit the remaining items tomorrow.,110.802,117.291,0.21454,0.08658,0.12058,193.288,55.435,9.163,852.275,0.17772,-0.36568,0.10821,0.08172,0.10347,0.66821,30.927,40.245,49.668
The workday was manageable and I moved through the checklist steadily. I am rushing through deadlines and keep switching between tasks.,131.215,141.71,0.22312,0.20322,0.18586,260.97,52.105,11.65,1173.878,0.24149,-0.62296,0.09768,0.07497,0.09626,0.62475,86.281,48.34,40.218
"I finished the review, documented the results, and cleaned up the notes. I will revisit the remaining items tomorrow.",76.305,111.137,0.23599,0.09576,0.09234,175.351,64.737,11.406,711.801,0.16927,-0.1526,0.08949,0.06728,0.10007,0.61644,22.664,46.188,37.12
I completed the main tasks for today and reviewed the next steps. I keep correcting myself because I do not want to miss anything important. I keep worrying that something might go wrong even after I check it. It is hard to stay motivated and my energy feels low. The schedule is clear enough for the next session.,142.708,143.907,0.40103,0.24269,0.2584,296.318,53.122,4.937,1301.158,0.29017,-1.0,0.15068,0.13928,0.12072,0.62692,95.571,86.637,62.699
"I finished the review, documented the results, and cleaned up the notes. Everything feels urgent and I am trying to catch up quickly. I am uneasy and keep revisiting the same point for reassurance.",113.799,123.298,0.34233,0.18537,0.18247,250.873,55.559,8.839,907.412,0.22832,-0.07756,0.09525,0.11801,0.08086,0.61899,63.025,74.275,28.767
I completed the main tasks for today and reviewed the next steps. The schedule is clear enough for the next session.,111.231,108.018,0.16319,0.11372,0.12326,195.838,59.267,7.556,691.22,0.14189,0.29292,0.06134,0.06548,0.06519,0.75778,33.72,37.459,11.373
"I sent updates, answered messages, and planned tomorrow's priorities. I can continue after a short break and another review pass.",96.724,131.484,0.26169,0.15824,0.15475,220.115,65.322,10.474,740.825,0.15908,-0.10978,0.09796,0.08193,0.06604,0.66007,49.379,52.263,28.823
The workday was manageable and I moved through the checklist steadily. I am rushing through deadlines and keep switching between tasks. My thoughts keep looping around possible mistakes and consequences. I will revisit the remaining items tomorrow.,121.134,127.944,0.32751,0.22294,0.19792,247.628,51.571,7.543,1314.659,0.24208,-0.3773,0.1245,0.12793,0.09824,0.66385,75.144,77.52,40.669
"I sent updates, answered messages, and planned tomorrow's priorities. I can continue after a short break and another review pass.",96.441,99.179,0.1551,0.06522,0.10075,201.629,64.401,11.282,748.982,0.13937,0.28969,0.08192,0.06954,0.07107,0.70236,24.19,38.467,28.288
"I finished the review, documented the results, and cleaned up the notes. There is too much to finish at once and the pace feels intense. I am uncertain about the outcome and keep second-guessing the details.",136.312,111.494,0.28229,0.17793,0.17848,237.81,54.283,7.614,957.363,0.24808,-0.50452,0.11495,0.09017,0.09039,0.63389,58.707,65.267,47.931
The workday was manageable and I moved through the checklist steadily. I am rushing through deadlines and keep switching between tasks. My thoughts keep looping around possible mistakes and consequences. It is hard to stay motivated and my energy feels low.,117.454,139.873,0.33351,0.21139,0.22649,251.585,47.51,7.157,1315.356,0.28878,-0.72299,0.15224,0.13194,0.12174,0.6136,84.411,77.418,70.017
I completed the main tasks for today and reviewed the next steps. Everything feels urgent and I am trying to catch up quickly. I will revisit the remaining items tomorrow.,125.665,132.521,0.1615,0.15795,0.13617,205.992,64.747,9.876,1007.616,0.15561,-0.072,0.06044,0.06283,0.07035,0.72244,61.16,36.651,26.413
The workday was manageable and I moved through the checklist steadily. I am rushing through deadlines and keep switching between tasks. My thoughts keep looping around possible mistakes and consequences. I do not feel engaged and it is difficult to sustain momentum.,129.897,124.493,0.36595,0.22751,0.19352,262.72,41.466,7.425,1231.287,0.31448,-0.69418,0.13093,0.09904,0.07284,0.66596,90.631,61.154,59.716
"I finished the review, documented the results, and cleaned up the notes. I can continue after a short break and another review pass.",104.007,91.436,0.24202,0.0837,0.09331,211.069,64.045,8.249,782.669,0.12933,0.0645,0.07285,0.07312,0.10227,0.71226,18.471,44.545,38.846
"I sent updates, answered messages, and planned tomorrow's priorities. Everything feels urgent and I am trying to catch up quickly. I keep worrying that something might go wrong even after I check it. It is hard to stay motivated and my energy feels low. I can continue after a short break and another review pass.",129.495,114.269,0.33178,0.19217,0.18932,271.655,36.484,8.719,1232.592,0.26023,-0.58848,0.13796,0.1195,0.11982,0.59023,75.56,79.739,61.021
The workday was manageable and I moved through the checklist steadily. I keep correcting myself because I do not want to miss anything important. It is hard to stay motivated and my energy feels low. The schedule is clear enough for the next session.,121.1,138.428,0.26854,0.18994,0.20336,213.944,52.182,8.066,1249.28,0.24264,-0.81979,0.1095,0.05496,0.12187,0.52693,83.346,47.992,56.604
"I finished the review, documented the results, and cleaned up the notes. The current draft is usable, but it still needs refinement.",111.172,112.821,0.16644,0.09765,0.10061,193.458,72.606,9.97,582.176,0.1435,0.31952,0.08084,0.10076,0.0405,0.70807,28.693,48.987,11.012
I completed the main tasks for today and reviewed the next steps. Everything feels urgent and I am trying to catch up quickly. I keep worrying that something might go wrong even after I check it. I feel mentally drained and focusing takes more effort than usual. I will revisit the remaining items tomorrow.,121.39,158.68,0.31254,0.17531,0.16088,236.044,52.581,6.945,1092.014,0.22868,-0.73165,0.13432,0.11318,0.11863,0.61691,56.302,58.864,64.718
The workday was manageable and I moved through the checklist steadily. The schedule is clear enough for the next session.,115.991,113.982,0.30737,0.13684,0.13201,223.936,66.893,6.537,888.184,0.26134,0.04817,0.10339,0.09534,0.08898,0.67866,44.075,51.068,44.085
The workday was manageable and I moved through the checklist steadily. I do not feel engaged and it is difficult to sustain momentum. I will revisit the remaining items tomorrow.,91.799,131.001,0.25716,0.06056,0.07582,161.914,61.164,6.658,719.391,0.21163,-0.28684,0.12806,0.08232,0.11815,0.67575,19.57,38.894,64.509
The workday was manageable and I moved through the checklist steadily. I keep correcting myself because I do not want to miss anything important. I keep worrying that something might go wrong even after I check it. I can continue after a short break and another review pass.,116.343,115.446,0.27029,0.19071,0.14874,239.498,54.642,9.855,1049.828,0.22799,-0.29807,0.11872,0.0994,0.09323,0.64226,68.303,61.63,49.248
"I sent updates, answered messages, and planned tomorrow's priorities. I am rushing through deadlines and keep switching between tasks. I am uneasy and keep revisiting the same point for reassurance. I feel mentally drained and focusing takes more effort than usual. I will revisit the remaining items tomorrow.",114.051,126.338,0.3047,0.20591,0.18503,239.751,48.891,8.099,1203.109,0.22976,-0.79767,0.113,0.0803,0.11405,0.62289,76.209,66.001,56.864
"I sent updates, answered messages, and planned tomorrow's priorities. I feel mentally drained and focusing takes more effort than usual. I can continue after a short break and another review pass.",108.253,120.095,0.29039,0.14295,0.13088,223.568,53.584,5.793,1150.993,0.30542,-0.7063,0.14407,0.08273,0.13091,0.58425,45.997,44.478,80.44
The workday was manageable and I moved through the checklist steadily. Everything feels urgent and I am trying to catch up quickly. I am uneasy and keep revisiting the same point for reassurance. The work feels heavier than it should and I am moving slowly.,113.919,127.569,0.32103,0.15711,0.16895,255.031,52.934,5.753,1087.133,0.24725,-0.59907,0.16401,0.08875,0.13064,0.55615,60.433,65.264,73.24
The workday was manageable and I moved through the checklist steadily. I am rushing through deadlines and keep switching between tasks. I am uncertain about the outcome and keep second-guessing the details. I feel mentally drained and focusing takes more effort than usual. I will revisit the remaining items tomorrow.,121.404,142.376,0.39393,0.1975,0.19836,239.659,49.691,8.042,1301.394,0.29445,-0.64688,0.14231,0.13346,0.1115,0.6715,80.026,79.177,55.08
I completed the main tasks for today and reviewed the next steps. The schedule is clear enough for the next session.,95.862,106.574,0.18162,0.06725,0.08742,193.823,61.17,10.893,915.0,0.19841,-0.45446,0.09697,0.05238,0.10978,0.64743,32.046,30.148,41.365
"I finished the review, documented the results, and cleaned up the notes. Everything feels urgent and I am trying to catch up quickly. My thoughts keep looping around possible mistakes and consequences. The schedule is clear enough for the next session.",125.787,124.701,0.32603,0.25211,0.22176,235.219,55.37,6.431,1162.66,0.25186,-0.40187,0.13616,0.14899,0.10577,0.54503,85.549,86.131,47.705
"I finished the review, documented the results, and cleaned up the notes. The current draft is usable, but it still needs refinement.",100.033,122.3,0.23366,0.09425,0.06468,175.894,69.531,7.759,515.882,0.13088,0.34461,0.0845,0.08851,0.06373,0.69756,10.509,43.867,30.811
"I finished the review, documented the results, and cleaned up the notes. The current draft is usable, but it still needs refinement.",114.772,106.42,0.28032,0.10585,0.11753,192.857,57.857,7.266,1021.67,0.18888,0.28617,0.10557,0.0624,0.08259,0.7187,35.647,41.739,51.348
"I finished the review, documented the results, and cleaned up the notes. Everything feels urgent and I am trying to catch up quickly. My thoughts keep looping around possible mistakes and consequences. The work feels heavier than it should and I am moving slowly. I will revisit the remaining items tomorrow.",118.72,100.476,0.3324,0.15099,0.17633,246.958,56.677,9.519,1032.708,0.24311,-0.46212,0.13201,0.13094,0.09709,0.64886,55.826,72.695,56.737
I completed the main tasks for today and reviewed the next steps. I will revisit the remaining items tomorrow.,111.535,127.962,0.24046,0.13202,0.11244,190.647,63.303,7.938,845.916,0.18344,0.22625,0.08949,0.09849,0.10088,0.70888,47.389,47.895,37.597
"I finished the review, documented the results, and cleaned up the notes. The schedule is clear enough for the next session.",108.993,112.445,0.27977,0.10419,0.05865,177.931,65.616,8.919,816.616,0.2113,0.04486,0.07937,0.08298,0.10679,0.68771,23.912,47.069,43.503
"I finished the review, documented the results, and cleaned up the notes. My thoughts keep looping around possible mistakes and consequences. I feel mentally drained and focusing takes more effort than usual. I can continue after a short break and another review pass.",124.034,118.844,0.3215,0.15414,0.14538,214.141,57.473,7.828,893.975,0.25505,-0.30846,0.13599,0.10064,0.1058,0.63388,51.701,57.908,59.335
"I sent updates, answered messages, and planned tomorrow's priorities. I keep worrying that something might go wrong even after I check it. I can continue after a short break and another review pass.",102.268,116.623,0.2414,0.11805,0.12112,208.075,67.18,9.218,904.155,0.12661,0.19616,0.08133,0.0964,0.08737,0.72349,35.594,55.707,29.041
The workday was manageable and I moved through the checklist steadily. I will revisit the remaining items tomorrow.,120.817,101.644,0.09557,0.0942,0.08966,177.299,86.366,10.524,719.98,0.10099,0.62197,0.04146,0.04416,0.0564,0.75712,27.619,31.28,6.013
I completed the main tasks for today and reviewed the next steps. Everything feels urgent and I am trying to catch up quickly. I keep worrying that something might go wrong even after I check it. I feel mentally drained and focusing takes more effort than usual.,105.285,140.513,0.3355,0.17087,0.18033,266.76,51.201,7.296,1150.248,0.32883,-1.0,0.13695,0.10559,0.1048,0.53895,79.225,66.272,69.261
"I completed the main tasks for today and reviewed the next steps. Everything feels urgent and I am trying to catch up quickly. It is hard to stay motivated and my energy feels low. The current draft is usable, but it still needs refinement.",115.254,123.764,0.30471,0.18108,0.18751,243.735,45.288,5.348,1101.265,0.22776,-0.69716,0.12547,0.0812,0.09266,0.65391,86.562,53.545,57.553
"I sent updates, answered messages, and planned tomorrow's priorities. Everything feels urgent and I am trying to catch up quickly. I will revisit the remaining items tomorrow.",102.079,109.761,0.23784,0.19987,0.17627,251.924,57.003,8.512,1030.388,0.25493,-0.57642,0.13592,0.08741,0.10876,0.6119,76.95,54.377,49.975
The workday was manageable and I moved through the checklist steadily. Everything feels urgent and I am trying to catch up quickly. I am uncertain about the outcome and keep second-guessing the details. I do not feel engaged and it is difficult to sustain momentum.,135.409,139.258,0.34303,0.21442,0.21188,231.64,56.357,7.74,1171.892,0.3122,-0.97499,0.14235,0.12511,0.13469,0.59931,84.859,73.743,64.601
I completed the main tasks for today and reviewed the next steps. I am uncertain about the outcome and keep second-guessing the details.,112.974,125.947,0.26547,0.1564,0.14045,232.603,56.411,8.471,797.918,0.18558,-0.04051,0.10051,0.0966,0.0906,0.71439,52.873,65.201,34.353
"The workday was manageable and I moved through the checklist steadily. The current draft is usable, but it still needs refinement.",107.672,108.15,0.21212,0.11265,0.10667,212.475,55.567,9.466,729.414,0.14286,-0.22467,0.08908,0.04351,0.08349,0.68372,39.809,40.398,34.554
"I sent updates, answered messages, and planned tomorrow's priorities. I keep worrying that something might go wrong even after I check it.",108.106,144.77,0.30011,0.18788,0.15636,275.682,60.877,10.04,940.485,0.20596,-0.31582,0.10697,0.11819,0.08794,0.6985,54.957,64.286,40.036
"I finished the review, documented the results, and cleaned up the notes. I will revisit the remaining items tomorrow.",123.173,113.343,0.27518,0.15971,0.1204,252.398,65.251,9.414,1070.063,0.15402,-0.42189,0.12403,0.0904,0.1069,0.71755,52.703,53.654,48.324
"I finished the review, documented the results, and cleaned up the notes. I am rushing through deadlines and keep switching between tasks. I am uncertain about the outcome and keep second-guessing the details. The work feels heavier than it should and I am moving slowly.",123.653,138.583,0.30932,0.20183,0.18646,266.703,60.682,10.628,1105.546,0.26291,-0.85521,0.15003,0.11038,0.1303,0.62181,80.9,67.659,64.471
I completed the main tasks for today and reviewed the next steps. The work feels heavier than it should and I am moving slowly.,120.792,108.406,0.25296,0.10223,0.11373,184.518,63.861,10.237,716.332,0.16931,-0.31011,0.12424,0.07881,0.12533,0.57047,29.132,42.324,59.305
I completed the main tasks for today and reviewed the next steps. There is too much to finish at once and the pace feels intense. I am uncertain about the outcome and keep second-guessing the details. I feel mentally drained and focusing takes more effort than usual. I can continue after a short break and another review pass.,127.83,140.034,0.33507,0.19746,0.17738,259.773,56.637,6.177,1375.397,0.33521,-0.95141,0.1525,0.0983,0.13922,0.63005,71.645,63.548,88.643
"I finished the review, documented the results, and cleaned up the notes. The current draft is usable, but it still needs refinement.",76.971,117.251,0.1032,0.08024,0.05971,192.223,65.84,9.243,796.713,0.13592,0.17588,0.07756,0.03233,0.07492,0.66746,27.206,18.914,39.209
"I sent updates, answered messages, and planned tomorrow's priorities. The schedule is clear enough for the next session.",94.827,123.432,0.22551,0.12455,0.11058,188.206,49.658,7.938,773.962,0.16328,-0.29773,0.12205,0.08489,0.08857,0.64236,37.666,46.77,54.786
The workday was manageable and I moved through the checklist steadily. There is too much to finish at once and the pace feels intense.,110.248,119.321,0.18114,0.1574,0.11796,206.757,60.998,9.425,941.248,0.18927,0.03071,0.11427,0.08608,0.08083,0.65733,55.145,50.661,35.025
I completed the main tasks for today and reviewed the next steps. I keep correcting myself because I do not want to miss anything important. I keep worrying that something might go wrong even after I check it. I will revisit the remaining items tomorrow.,120.292,119.433,0.36247,0.20035,0.23264,263.635,58.761,6.704,1140.894,0.25483,-0.81383,0.12896,0.14143,0.08363,0.67608,76.764,88.874,41.611
"I finished the review, documented the results, and cleaned up the notes. I am rushing through deadlines and keep switching between tasks. It is hard to stay motivated and my energy feels low. I can continue after a short break and another review pass.",115.16,129.676,0.24156,0.17784,0.17983,242.453,44.708,6.951,1200.224,0.28621,-0.76195,0.13604,0.0898,0.13281,0.58191,75.616,54.074,63.422
"I sent updates, answered messages, and planned tomorrow's priorities. I am rushing through deadlines and keep switching between tasks. I keep worrying that something might go wrong even after I check it. I can continue after a short break and another review pass.",136.246,117.519,0.28166,0.23645,0.21785,246.964,72.412,5.799,1230.944,0.23806,-0.36205,0.12236,0.11393,0.0764,0.71591,85.904,71.562,48.424
"The workday was manageable and I moved through the checklist steadily. Everything feels urgent and I am trying to catch up quickly. I am uneasy and keep revisiting the same point for reassurance. It is hard to stay motivated and my energy feels low. The current draft is usable, but it still needs refinement.",136.001,132.217,0.30361,0.16321,0.16877,222.609,45.119,7.685,1094.658,0.29902,-0.83265,0.13635,0.09882,0.12374,0.55578,70.07,58.523,65.936
"I finished the review, documented the results, and cleaned up the notes. I can continue after a short break and another review pass.",96.168,115.116,0.16593,0.04816,0.04086,182.39,71.662,5.909,708.486,0.14102,0.23782,0.07829,0.05727,0.08504,0.65705,17.564,27.149,41.782
"I finished the review, documented the results, and cleaned up the notes. I will revisit the remaining items tomorrow.",108.724,99.93,0.19347,0.13683,0.1227,190.965,54.34,9.258,805.948,0.20175,-0.2037,0.06219,0.07566,0.08551,0.73205,50.861,26.383,29.934
"I sent updates, answered messages, and planned tomorrow's priorities. The schedule is clear enough for the next session.",95.378,114.677,0.20894,0.04892,0.05477,146.355,54.348,10.459,861.842,0.17386,0.06931,0.09131,0.04392,0.09952,0.69952,16.851,18.942,41.575
"I finished the review, documented the results, and cleaned up the notes. I keep correcting myself because I do not want to miss anything important.",112.332,145.671,0.15467,0.1779,0.18066,230.533,64.613,7.642,985.908,0.23914,-0.60688,0.10198,0.08331,0.08768,0.58613,70.964,50.314,47.655
"The workday was manageable and I moved through the checklist steadily. I am uncertain about the outcome and keep second-guessing the details. I do not feel engaged and it is difficult to sustain momentum. The current draft is usable, but it still needs refinement.",113.747,112.218,0.33574,0.14738,0.14804,263.343,58.956,8.43,921.047,0.19726,-0.44197,0.1132,0.0942,0.10823,0.56862,54.669,60.143,64.974
"I sent updates, answered messages, and planned tomorrow's priorities. I will revisit the remaining items tomorrow.",95.475,129.744,0.26007,0.0953,0.1194,192.907,45.873,6.195,974.824,0.16571,-0.48545,0.0983,0.06416,0.10749,0.72296,42.991,32.524,54.399
"I finished the review, documented the results, and cleaned up the notes. I keep worrying that something might go wrong even after I check it. The work feels heavier than it should and I am moving slowly. The schedule is clear enough for the next session.",119.952,126.396,0.24694,0.11671,0.12546,229.17,53.695,8.859,916.223,0.22386,-0.40461,0.11484,0.08118,0.11399,0.64133,40.415,55.241,55.539
The workday was manageable and I moved through the checklist steadily. I can continue after a short break and another review pass.,101.951,100.771,0.23317,0.10629,0.08983,191.364,58.47,8.067,853.715,0.18111,-0.16943,0.08759,0.06271,0.07419,0.67325,33.006,35.736,38.462
"I sent updates, answered messages, and planned tomorrow's priorities. There is too much to finish at once and the pace feels intense.",109.205,77.549,0.1534,0.12629,0.12661,198.523,66.146,7.65,1017.701,0.22861,-0.62134,0.08756,0.04726,0.08743,0.63783,55.266,22.218,42.336
The workday was manageable and I moved through the checklist steadily. I will revisit the remaining items tomorrow.,104.281,119.799,0.17771,0.12904,0.12442,213.632,67.874,6.746,763.838,0.14962,0.08622,0.06915,0.08274,0.04504,0.71688,52.736,41.91,18.32
"I sent updates, answered messages, and planned tomorrow's priorities. I am uneasy and keep revisiting the same point for reassurance. I can continue after a short break and another review pass.",117.813,114.471,0.23944,0.14711,0.14521,220.999,63.477,8.79,928.287,0.1518,-0.32643,0.1073,0.11485,0.08114,0.62454,46.326,63.048,30.704
"I completed the main tasks for today and reviewed the next steps. The current draft is usable, but it still needs refinement.",92.686,98.447,0.16628,0.10403,0.09406,194.731,71.689,11.502,567.603,0.13312,0.35913,0.05168,0.09626,0.0544,0.78983,24.756,39.989,1.582
The workday was manageable and I moved through the checklist steadily. I am rushing through deadlines and keep switching between tasks. My thoughts keep looping around possible mistakes and consequences. I feel mentally drained and focusing takes more effort than usual.,160.995,118.805,0.40618,0.18278,0.1616,236.247,51.062,7.893,1018.847,0.2889,-0.67684,0.12751,0.10376,0.12536,0.56805,61.378,59.089,67.477
"I sent updates, answered messages, and planned tomorrow's priorities. The current draft is usable, but it still needs refinement.",99.631,115.48,0.25733,0.09651,0.08716,168.622,59.35,8.056,1017.095,0.19302,-0.11678,0.09899,0.05707,0.07631,0.66098,37.025,36.28,34.373
"I finished the review, documented the results, and cleaned up the notes. It is hard to stay motivated and my energy feels low. I can continue after a short break and another review pass.",111.301,116.468,0.18988,0.11842,0.09606,185.389,73.247,8.309,822.619,0.19073,-0.21591,0.0979,0.07158,0.12178,0.64409,34.366,36.96,57.134
"I sent updates, answered messages, and planned tomorrow's priorities. I will revisit the remaining items tomorrow.",93.392,117.01,0.21408,0.10505,0.10176,180.574,67.465,7.643,811.387,0.13772,-0.07966,0.09302,0.08309,0.065,0.64809,35.909,41.09,30.8
The workday was manageable and I moved through the checklist steadily. I am uneasy and keep revisiting the same point for reassurance. I will revisit the remaining items tomorrow.,130.905,99.556,0.25273,0.08756,0.09765,180.48,59.492,10.678,695.252,0.12925,0.02077,0.09181,0.0827,0.07307,0.72936,20.018,57.72,27.828
I completed the main tasks for today and reviewed the next steps. There is too much to finish at once and the pace feels intense. I am uncertain about the outcome and keep second-guessing the details. It is hard to stay motivated and my energy feels low.,118.753,145.873,0.36806,0.24919,0.23622,280.583,33.947,5.588,1297.476,0.31958,-1.0,0.17321,0.12847,0.11945,0.51647,93.924,72.747,75.395
"I sent updates, answered messages, and planned tomorrow's priorities. I keep correcting myself because I do not want to miss anything important. I do not feel engaged and it is difficult to sustain momentum.",116.865,136.15,0.31249,0.14796,0.13509,208.89,60.532,6.336,1174.673,0.2576,-0.65357,0.13407,0.07201,0.13287,0.70607,65.748,44.979,78.725
"I finished the review, documented the results, and cleaned up the notes. I keep worrying that something might go wrong even after I check it. I will revisit the remaining items tomorrow.",111.602,127.067,0.19986,0.14027,0.14656,215.069,54.719,7.694,810.063,0.12794,-0.06601,0.09861,0.08766,0.09258,0.65046,45.711,56.92,33.958
"I finished the review, documented the results, and cleaned up the notes. There is too much to finish at once and the pace feels intense. I do not feel engaged and it is difficult to sustain momentum. The schedule is clear enough for the next session.",106.217,118.106,0.29578,0.15232,0.14988,215.831,54.865,3.66,1131.716,0.30825,-0.78614,0.13305,0.10714,0.12205,0.62159,58.004,51.312,68.043
I completed the main tasks for today and reviewed the next steps. I will revisit the remaining items tomorrow.,113.383,121.651,0.0843,0.1191,0.10307,183.65,68.16,11.197,764.759,0.11331,0.4928,0.02661,0.03795,0.06293,0.71629,36.235,23.953,14.632
"I sent updates, answered messages, and planned tomorrow's priorities. I can continue after a short break and another review pass.",112.504,107.091,0.13984,0.04655,0.03343,149.028,72.843,11.228,708.649,0.12046,0.30272,0.08064,0.07678,0.07495,0.78872,6.974,26.522,35.164
The workday was manageable and I moved through the checklist steadily. I keep correcting myself because I do not want to miss anything important. My thoughts keep looping around possible mistakes and consequences.,105.406,135.557,0.2369,0.18008,0.16697,206.767,57.962,11.391,957.287,0.24597,-0.22553,0.11103,0.12434,0.09464,0.73501,74.051,60.255,35.981
I completed the main tasks for today and reviewed the next steps. I keep correcting myself because I do not want to miss anything important. I am uneasy and keep revisiting the same point for reassurance.,147.226,127.332,0.34569,0.18637,0.18714,277.86,50.1,9.537,1075.023,0.22249,-0.66115,0.09412,0.11873,0.09688,0.61778,78.086,62.396,45.138
The workday was manageable and I moved through the checklist steadily. I am uneasy and keep revisiting the same point for reassurance. The schedule is clear enough for the next session.,111.862,100.942,0.25567,0.14243,0.14194,194.541,60.342,7.14,957.99,0.17864,-0.02795,0.10473,0.0976,0.07647,0.70402,41.38,63.413,34.845
The workday was manageable and I moved through the checklist steadily. I will revisit the remaining items tomorrow.,104.057,111.583,0.20125,0.12194,0.11828,192.198,52.596,8.366,996.414,0.14909,-0.30926,0.08315,0.07047,0.08563,0.65,49.054,24.286,44.039
"I sent updates, answered messages, and planned tomorrow's priorities. I will revisit the remaining items tomorrow.",107.57,111.731,0.15499,0.12232,0.08589,177.547,60.952,9.9,712.725,0.19481,0.1279,0.0688,0.04764,0.07405,0.722,33.878,32.369,29.485
"I finished the review, documented the results, and cleaned up the notes. I can continue after a short break and another review pass.",92.451,98.978,0.11502,0.06114,0.04703,154.027,68.927,9.948,620.585,0.0565,0.44474,0.04925,0.04482,0.06204,0.75408,15.05,19.861,17.03
"I finished the review, documented the results, and cleaned up the notes. There is too much to finish at once and the pace feels intense. My thoughts keep looping around possible mistakes and consequences. It is hard to stay motivated and my energy feels low.",137.215,116.121,0.33832,0.19175,0.18009,244.704,44.55,6.576,1216.297,0.2781,-1.0,0.15146,0.13031,0.14242,0.55967,69.96,71.378,74.391
